,has_null,wave,gender,age,age_o,d_age,race,same_race,importance_same_race,importance_same_religion,field,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_o,sincere_o,intelligence_o,funny_o,ambitous_o,shared_interests_o,attractive_important,sincere_important,intelligence_important,funny_important,ambition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,expected_happy_with_sd_people,expected_num_interested_in_me,expected_num_matches,like,guess_prob_liked,met,decision,decision_o,match
1669,0,5,female,21.0,21.0,0,european/caucasian-american,1,3.0,8.0,economics,20.0,15.0,20.0,15.0,12.0,18.0,8.0,8.0,7.0,7.0,7.0,6.0,15.0,15.0,25.0,25.0,15.0,5.0,8.0,10.0,10.0,8.0,9.0,10.0,9.0,10.0,10.0,10.0,7.0,5.0,3.0,7.0,10.0,9.0,8.0,7.0,2.0,6.0,8.0,7.0,10.0,10.0,9.0,10.0,10.0,7.0,0.76,7.0,20.0,0.0,9.0,2.0,1.0,1,1,1
1670,0,5,female,21.0,22.0,1,european/caucasian-american,1,3.0,8.0,economics,25.0,40.0,15.0,10.0,5.0,5.0,6.0,8.0,9.0,9.0,8.0,6.0,15.0,15.0,25.0,25.0,15.0,5.0,8.0,10.0,10.0,8.0,9.0,6.0,9.0,8.0,7.0,7.0,6.0,5.0,3.0,7.0,10.0,9.0,8.0,7.0,2.0,6.0,8.0,7.0,10.0,10.0,9.0,10.0,10.0,7.0,0.44,7.0,20.0,0.0,7.0,7.0,0.0,1,1,1
1671,0,5,female,21.0,22.0,1,european/caucasian-american,1,3.0,8.0,economics,25.0,25.0,25.0,15.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,15.0,15.0,25.0,25.0,15.0,5.0,8.0,10.0,10.0,8.0,9.0,9.0,9.0,8.0,10.0,7.0,8.0,5.0,3.0,7.0,10.0,9.0,8.0,7.0,2.0,6.0,8.0,7.0,10.0,10.0,9.0,10.0,10.0,7.0,-0.28,7.0,20.0,0.0,9.0,7.0,0.0,1,0,0
1672,0,5,female,21.0,21.0,0,european/caucasian-american,1,3.0,8.0,economics,40.0,15.0,10.0,20.0,10.0,5.0,7.0,9.0,9.0,8.0,8.0,8.0,15.0,15.0,25.0,25.0,15.0,5.0,8.0,10.0,10.0,8.0,9.0,6.0,10.0,9.0,8.0,7.0,4.0,5.0,3.0,7.0,10.0,9.0,8.0,7.0,2.0,6.0,8.0,7.0,10.0,10.0,9.0,10.0,10.0,7.0,-0.09,7.0,20.0,0.0,6.0,8.0,0.0,1,1,1
1675,0,5,female,21.0,19.0,2,european/caucasian-american,0,3.0,8.0,economics,25.0,10.0,20.0,20.0,10.0,15.0,5.0,5.0,5.0,5.0,5.0,5.0,15.0,15.0,25.0,25.0,15.0,5.0,8.0,10.0,10.0,8.0,9.0,4.0,9.0,8.0,3.0,6.0,2.0,5.0,3.0,7.0,10.0,9.0,8.0,7.0,2.0,6.0,8.0,7.0,10.0,10.0,9.0,10.0,10.0,7.0,0.45,7.0,20.0,0.0,3.0,5.0,0.0,0,0,0
1686,0,5,female,21.0,22.0,1,european/caucasian-american,0,10.0,7.0,psychology,40.0,15.0,10.0,20.0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,20.0,10.0,30.0,20.0,15.0,5.0,8.0,7.0,8.0,9.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,2.0,8.0,7.0,3.0,3.0,1.0,1.0,8.0,10.0,2.0,2.0,6.0,4.0,7.0,8.0,1.0,-0.05,3.0,12.0,3.0,10.0,1.0,1.0,0,0,0
1687,0,5,female,21.0,18.0,3,european/caucasian-american,0,10.0,7.0,psychology,50.0,10.0,20.0,5.0,5.0,10.0,4.0,5.0,4.0,4.0,5.0,4.0,20.0,10.0,30.0,20.0,15.0,5.0,8.0,7.0,8.0,9.0,8.0,6.0,10.0,10.0,7.0,6.0,5.0,2.0,2.0,8.0,7.0,3.0,3.0,1.0,1.0,8.0,10.0,2.0,2.0,6.0,4.0,7.0,8.0,1.0,0.07,3.0,12.0,3.0,5.0,8.0,0.0,0,0,0
1688,0,5,female,21.0,22.0,1,european/caucasian-american,0,10.0,7.0,psychology,40.0,10.0,10.0,10.0,10.0,20.0,6.0,2.0,4.0,4.0,4.0,6.0,20.0,10.0,30.0,20.0,15.0,5.0,8.0,7.0,8.0,9.0,8.0,2.0,10.0,10.0,2.0,10.0,2.0,2.0,2.0,8.0,7.0,3.0,3.0,1.0,1.0,8.0,10.0,2.0,2.0,6.0,4.0,7.0,8.0,1.0,0.58,3.0,12.0,3.0,2.0,6.0,1.0,0,1,0
1689,0,5,female,21.0,21.0,0,european/caucasian-american,1,10.0,7.0,psychology,20.0,15.0,20.0,15.0,12.0,18.0,10.0,10.0,9.0,10.0,9.0,10.0,20.0,10.0,30.0,20.0,15.0,5.0,8.0,7.0,8.0,9.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,2.0,2.0,8.0,7.0,3.0,3.0,1.0,1.0,8.0,10.0,2.0,2.0,6.0,4.0,7.0,8.0,1.0,0.71,3.0,12.0,3.0,10.0,10.0,1.0,1,1,1
1690,0,5,female,21.0,22.0,1,european/caucasian-american,1,10.0,7.0,psychology,25.0,40.0,15.0,10.0,5.0,5.0,5.0,7.0,6.0,6.0,6.0,5.0,20.0,10.0,30.0,20.0,15.0,5.0,8.0,7.0,8.0,9.0,8.0,6.0,10.0,10.0,8.0,10.0,6.0,2.0,2.0,8.0,7.0,3.0,3.0,1.0,1.0,8.0,10.0,2.0,2.0,6.0,4.0,7.0,8.0,1.0,0.4,3.0,12.0,3.0,8.0,8.0,0.0,0,0,0
1691,0,5,female,21.0,22.0,1,european/caucasian-american,1,10.0,7.0,psychology,25.0,25.0,25.0,15.0,5.0,5.0,7.0,3.0,7.0,10.0,7.0,8.0,20.0,10.0,30.0,20.0,15.0,5.0,8.0,7.0,8.0,9.0,8.0,8.0,5.0,9.0,9.0,10.0,8.0,2.0,2.0,8.0,7.0,3.0,3.0,1.0,1.0,8.0,10.0,2.0,2.0,6.0,4.0,7.0,8.0,1.0,-0.09,3.0,12.0,3.0,7.0,7.0,1.0,1,1,1
1692,0,5,female,21.0,21.0,0,european/caucasian-american,1,10.0,7.0,psychology,40.0,15.0,10.0,20.0,10.0,5.0,9.0,7.0,6.0,10.0,8.0,7.0,20.0,10.0,30.0,20.0,15.0,5.0,8.0,7.0,8.0,9.0,8.0,9.0,10.0,9.0,8.0,8.0,7.0,2.0,2.0,8.0,7.0,3.0,3.0,1.0,1.0,8.0,10.0,2.0,2.0,6.0,4.0,7.0,8.0,1.0,-0.13,3.0,12.0,3.0,8.0,8.0,0.0,1,1,1
1696,0,5,female,21.0,22.0,1,european/caucasian-american,0,4.0,1.0,political science,40.0,15.0,10.0,20.0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,15.0,15.0,25.0,25.0,20.0,0.0,8.0,9.0,8.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,5.0,4.0,3.0,10.0,10.0,10.0,6.0,4.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,0.08,7.0,20.0,4.0,10.0,10.0,1.0,1,1,1
1697,0,5,female,21.0,18.0,3,european/caucasian-american,0,4.0,1.0,political science,50.0,10.0,20.0,5.0,5.0,10.0,6.0,5.0,5.0,4.0,4.0,6.0,15.0,15.0,25.0,25.0,20.0,0.0,8.0,9.0,8.0,9.0,9.0,7.0,10.0,8.0,8.0,8.0,6.0,5.0,4.0,3.0,10.0,10.0,10.0,6.0,4.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,-0.41,7.0,20.0,4.0,8.0,7.0,0.0,1,0,0
1698,0,5,female,21.0,22.0,1,european/caucasian-american,0,4.0,1.0,political science,40.0,10.0,10.0,10.0,10.0,20.0,5.0,4.0,3.0,2.0,5.0,4.0,15.0,15.0,25.0,25.0,20.0,0.0,8.0,9.0,8.0,9.0,9.0,4.0,4.0,8.0,2.0,10.0,0.0,5.0,4.0,3.0,10.0,10.0,10.0,6.0,4.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,0.68,7.0,20.0,4.0,3.0,5.0,0.0,0,1,0
1699,0,5,female,21.0,21.0,0,european/caucasian-american,1,4.0,1.0,political science,20.0,15.0,20.0,15.0,12.0,18.0,10.0,10.0,10.0,10.0,10.0,10.0,15.0,15.0,25.0,25.0,20.0,0.0,8.0,9.0,8.0,9.0,9.0,10.0,8.0,8.0,9.0,8.0,8.0,5.0,4.0,3.0,10.0,10.0,10.0,6.0,4.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,0.62,7.0,20.0,4.0,10.0,10.0,1.0,1,1,1
1700,0,5,female,21.0,22.0,1,european/caucasian-american,1,4.0,1.0,political science,25.0,40.0,15.0,10.0,5.0,5.0,7.0,6.0,8.0,9.0,7.0,7.0,15.0,15.0,25.0,25.0,20.0,0.0,8.0,9.0,8.0,9.0,9.0,6.0,9.0,10.0,7.0,9.0,4.0,5.0,4.0,3.0,10.0,10.0,10.0,6.0,4.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,0.33,7.0,20.0,4.0,7.0,6.0,1.0,0,0,0
1701,0,5,female,21.0,22.0,1,european/caucasian-american,1,4.0,1.0,political science,25.0,25.0,25.0,15.0,5.0,5.0,7.0,7.0,7.0,7.0,5.0,5.0,15.0,15.0,25.0,25.0,20.0,0.0,8.0,9.0,8.0,9.0,9.0,8.0,6.0,6.0,7.0,5.0,6.0,5.0,4.0,3.0,10.0,10.0,10.0,6.0,4.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,-0.42,7.0,20.0,4.0,7.0,6.0,0.0,1,1,1
1702,0,5,female,21.0,21.0,0,european/caucasian-american,1,4.0,1.0,political science,40.0,15.0,10.0,20.0,10.0,5.0,7.0,7.0,7.0,7.0,8.0,6.0,15.0,15.0,25.0,25.0,20.0,0.0,8.0,9.0,8.0,9.0,9.0,7.0,8.0,8.0,6.0,6.0,3.0,5.0,4.0,3.0,10.0,10.0,10.0,6.0,4.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,-0.31,7.0,20.0,4.0,6.0,3.0,0.0,0,1,0
1705,0,5,female,21.0,19.0,2,european/caucasian-american,0,4.0,1.0,political science,25.0,10.0,20.0,20.0,10.0,15.0,5.0,5.0,5.0,5.0,5.0,5.0,15.0,15.0,25.0,25.0,20.0,0.0,8.0,9.0,8.0,9.0,9.0,4.0,8.0,7.0,3.0,7.0,0.0,5.0,4.0,3.0,10.0,10.0,10.0,6.0,4.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,0.54,7.0,20.0,4.0,5.0,6.0,0.0,0,0,0
1706,0,5,female,21.0,22.0,1,european/caucasian-american,0,8.0,10.0,economics; sociology,40.0,15.0,10.0,20.0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,20.0,10.0,20.0,20.0,20.0,10.0,8.0,7.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,8.0,6.0,9.0,8.0,6.0,3.0,5.0,8.0,8.0,5.0,6.0,5.0,6.0,5.0,9.0,3.0,0.12,6.0,4.0,1.0,8.0,1.0,1.0,1,0,0
1709,0,5,female,21.0,21.0,0,european/caucasian-american,1,8.0,10.0,economics; sociology,20.0,15.0,20.0,15.0,12.0,18.0,10.0,5.0,6.0,10.0,10.0,10.0,20.0,10.0,20.0,20.0,20.0,10.0,8.0,7.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,6.0,8.0,6.0,9.0,8.0,6.0,3.0,5.0,8.0,8.0,5.0,6.0,5.0,6.0,5.0,9.0,3.0,0.47,6.0,4.0,1.0,10.0,9.0,1.0,1,1,1
1710,0,5,female,21.0,22.0,1,european/caucasian-american,1,8.0,10.0,economics; sociology,25.0,40.0,15.0,10.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,8.0,20.0,10.0,20.0,20.0,20.0,10.0,8.0,7.0,8.0,8.0,8.0,6.0,10.0,9.0,7.0,8.0,6.0,6.0,8.0,6.0,9.0,8.0,6.0,3.0,5.0,8.0,8.0,5.0,6.0,5.0,6.0,5.0,9.0,3.0,0.3,6.0,4.0,1.0,7.0,4.0,1.0,0,0,0
1711,0,5,female,21.0,22.0,1,european/caucasian-american,1,8.0,10.0,economics; sociology,25.0,25.0,25.0,15.0,5.0,5.0,7.0,7.0,8.0,8.0,10.0,6.0,20.0,10.0,20.0,20.0,20.0,10.0,8.0,7.0,8.0,8.0,8.0,8.0,6.0,7.0,6.0,8.0,5.0,6.0,8.0,6.0,9.0,8.0,6.0,3.0,5.0,8.0,8.0,5.0,6.0,5.0,6.0,5.0,9.0,3.0,0.0,6.0,4.0,1.0,7.0,2.0,0.0,0,1,0
1712,0,5,female,21.0,21.0,0,european/caucasian-american,1,8.0,10.0,economics; sociology,40.0,15.0,10.0,20.0,10.0,5.0,8.0,8.0,9.0,9.0,7.0,7.0,20.0,10.0,20.0,20.0,20.0,10.0,8.0,7.0,8.0,8.0,8.0,7.0,8.0,6.0,6.0,6.0,6.0,6.0,8.0,6.0,9.0,8.0,6.0,3.0,5.0,8.0,8.0,5.0,6.0,5.0,6.0,5.0,9.0,3.0,-0.5,6.0,4.0,1.0,8.0,1.0,0.0,0,1,0
1721,0,5,female,19.0,22.0,3,latino/hispanic american,0,5.0,2.0,polish,25.0,25.0,25.0,15.0,5.0,5.0,9.0,8.0,8.0,6.0,7.0,3.0,50.0,15.0,10.0,10.0,10.0,5.0,8.0,10.0,10.0,10.0,10.0,8.0,10.0,9.0,10.0,8.0,7.0,8.0,5.0,8.0,9.0,9.0,9.0,5.0,8.0,10.0,9.0,5.0,10.0,9.0,10.0,10.0,7.0,8.0,-0.24,4.0,15.0,5.0,8.0,9.0,0.0,1,1,1
1726,0,5,female,20.0,22.0,2,latino/hispanic american,0,1.0,4.0,english,40.0,15.0,10.0,20.0,5.0,10.0,6.0,7.0,7.0,7.0,7.0,7.0,10.0,10.0,35.0,35.0,8.0,2.0,6.0,8.0,8.0,8.0,9.0,7.0,8.0,7.0,8.0,8.0,5.0,5.0,4.0,4.0,8.0,7.0,5.0,3.0,1.0,5.0,10.0,6.0,10.0,9.0,6.0,8.0,3.0,5.0,0.4,3.0,5.0,2.0,6.0,8.0,0.0,1,1,1
1727,0,5,female,20.0,18.0,2,latino/hispanic american,0,1.0,4.0,english,50.0,10.0,20.0,5.0,5.0,10.0,9.0,6.0,8.0,5.0,7.0,4.0,10.0,10.0,35.0,35.0,8.0,2.0,6.0,8.0,8.0,8.0,9.0,5.0,8.0,6.0,2.0,2.0,2.0,5.0,4.0,4.0,8.0,7.0,5.0,3.0,1.0,5.0,10.0,6.0,10.0,9.0,6.0,8.0,3.0,5.0,-0.31,3.0,5.0,2.0,4.0,6.0,0.0,0,0,0
1728,0,5,female,20.0,22.0,2,latino/hispanic american,0,1.0,4.0,english,40.0,10.0,10.0,10.0,10.0,20.0,7.0,5.0,6.0,6.0,8.0,7.0,10.0,10.0,35.0,35.0,8.0,2.0,6.0,8.0,8.0,8.0,9.0,2.0,1.0,4.0,1.0,6.0,0.0,5.0,4.0,4.0,8.0,7.0,5.0,3.0,1.0,5.0,10.0,6.0,10.0,9.0,6.0,8.0,3.0,5.0,0.64,3.0,5.0,2.0,1.0,8.0,0.0,0,0,0
1729,0,5,female,20.0,21.0,1,latino/hispanic american,0,1.0,4.0,english,20.0,15.0,20.0,15.0,12.0,18.0,9.0,8.0,7.0,8.0,7.0,7.0,10.0,10.0,35.0,35.0,8.0,2.0,6.0,8.0,8.0,8.0,9.0,6.0,8.0,8.0,6.0,8.0,5.0,5.0,4.0,4.0,8.0,7.0,5.0,3.0,1.0,5.0,10.0,6.0,10.0,9.0,6.0,8.0,3.0,5.0,0.53,3.0,5.0,2.0,5.0,7.0,0.0,1,1,1
1730,0,5,female,20.0,22.0,2,latino/hispanic american,0,1.0,4.0,english,25.0,40.0,15.0,10.0,5.0,5.0,7.0,7.0,7.0,7.0,6.0,8.0,10.0,10.0,35.0,35.0,8.0,2.0,6.0,8.0,8.0,8.0,9.0,8.0,10.0,8.0,7.0,8.0,6.0,5.0,4.0,4.0,8.0,7.0,5.0,3.0,1.0,5.0,10.0,6.0,10.0,9.0,6.0,8.0,3.0,5.0,0.69,3.0,5.0,2.0,7.0,8.0,0.0,0,1,0
1731,0,5,female,20.0,22.0,2,latino/hispanic american,0,1.0,4.0,english,25.0,25.0,25.0,15.0,5.0,5.0,8.0,5.0,7.0,8.0,5.0,6.0,10.0,10.0,35.0,35.0,8.0,2.0,6.0,8.0,8.0,8.0,9.0,9.0,4.0,5.0,2.0,2.0,1.0,5.0,4.0,4.0,8.0,7.0,5.0,3.0,1.0,5.0,10.0,6.0,10.0,9.0,6.0,8.0,3.0,5.0,-0.36,3.0,5.0,2.0,2.0,7.0,0.0,0,1,0
1732,0,5,female,20.0,21.0,1,latino/hispanic american,0,1.0,4.0,english,40.0,15.0,10.0,20.0,10.0,5.0,8.0,8.0,10.0,10.0,8.0,7.0,10.0,10.0,35.0,35.0,8.0,2.0,6.0,8.0,8.0,8.0,9.0,8.0,7.0,8.0,6.0,5.0,2.0,5.0,4.0,4.0,8.0,7.0,5.0,3.0,1.0,5.0,10.0,6.0,10.0,9.0,6.0,8.0,3.0,5.0,0.0,3.0,5.0,2.0,6.0,5.0,0.0,1,1,1
1735,0,5,female,20.0,19.0,1,latino/hispanic american,0,1.0,4.0,english,25.0,10.0,20.0,20.0,10.0,15.0,6.0,6.0,7.0,6.0,6.0,2.0,10.0,10.0,35.0,35.0,8.0,2.0,6.0,8.0,8.0,8.0,9.0,7.0,8.0,6.0,5.0,7.0,2.0,5.0,4.0,4.0,8.0,7.0,5.0,3.0,1.0,5.0,10.0,6.0,10.0,9.0,6.0,8.0,3.0,5.0,0.54,3.0,5.0,2.0,5.0,5.0,0.0,0,0,0
1736,0,5,female,21.0,22.0,1,european/caucasian-american,0,8.0,1.0,psychology and english,40.0,15.0,10.0,20.0,5.0,10.0,6.0,9.0,8.0,7.0,6.0,6.0,35.0,15.0,5.0,30.0,15.0,0.0,2.0,9.0,9.0,7.0,9.0,8.0,10.0,10.0,7.0,7.0,8.0,2.0,2.0,6.0,10.0,6.0,10.0,6.0,4.0,7.0,7.0,8.0,10.0,10.0,10.0,10.0,10.0,4.0,0.04,2.0,0.0,2.0,9.0,1.0,0.0,1,0,0
1737,0,5,female,21.0,18.0,3,european/caucasian-american,0,8.0,1.0,psychology and english,50.0,10.0,20.0,5.0,5.0,10.0,5.0,4.0,5.0,4.0,5.0,4.0,35.0,15.0,5.0,30.0,15.0,0.0,2.0,9.0,9.0,7.0,9.0,9.0,10.0,7.0,5.0,10.0,9.0,2.0,2.0,6.0,10.0,6.0,10.0,6.0,4.0,7.0,7.0,8.0,10.0,10.0,10.0,10.0,10.0,4.0,-0.28,2.0,0.0,2.0,9.0,1.0,0.0,1,0,0
1738,0,5,female,21.0,22.0,1,european/caucasian-american,0,8.0,1.0,psychology and english,40.0,10.0,10.0,10.0,10.0,20.0,2.0,7.0,9.0,6.0,7.0,7.0,35.0,15.0,5.0,30.0,15.0,0.0,2.0,9.0,9.0,7.0,9.0,4.0,6.0,7.0,6.0,6.0,1.0,2.0,2.0,6.0,10.0,6.0,10.0,6.0,4.0,7.0,7.0,8.0,10.0,10.0,10.0,10.0,10.0,4.0,0.83,2.0,0.0,2.0,5.0,10.0,0.0,0,1,0
1739,0,5,female,21.0,21.0,0,european/caucasian-american,1,8.0,1.0,psychology and english,20.0,15.0,20.0,15.0,12.0,18.0,4.0,6.0,6.0,5.0,4.0,2.0,35.0,15.0,5.0,30.0,15.0,0.0,2.0,9.0,9.0,7.0,9.0,6.0,10.0,10.0,8.0,8.0,4.0,2.0,2.0,6.0,10.0,6.0,10.0,6.0,4.0,7.0,7.0,8.0,10.0,10.0,10.0,10.0,10.0,4.0,0.72,2.0,0.0,2.0,8.0,1.0,0.0,1,0,0
1740,0,5,female,21.0,22.0,1,european/caucasian-american,1,8.0,1.0,psychology and english,25.0,40.0,15.0,10.0,5.0,5.0,4.0,8.0,7.0,6.0,6.0,5.0,35.0,15.0,5.0,30.0,15.0,0.0,2.0,9.0,9.0,7.0,9.0,8.0,7.0,10.0,7.0,10.0,9.0,2.0,2.0,6.0,10.0,6.0,10.0,6.0,4.0,7.0,7.0,8.0,10.0,10.0,10.0,10.0,10.0,4.0,0.14,2.0,0.0,2.0,9.0,1.0,0.0,1,0,0
1741,0,5,female,21.0,22.0,1,european/caucasian-american,1,8.0,1.0,psychology and english,25.0,25.0,25.0,15.0,5.0,5.0,5.0,8.0,7.0,0.0,5.0,0.0,35.0,15.0,5.0,30.0,15.0,0.0,2.0,9.0,9.0,7.0,9.0,4.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,6.0,10.0,6.0,10.0,6.0,4.0,7.0,7.0,8.0,10.0,10.0,10.0,10.0,10.0,4.0,-0.36,2.0,0.0,2.0,1.0,1.0,0.0,0,0,0
1742,0,5,female,21.0,21.0,0,european/caucasian-american,1,8.0,1.0,psychology and english,40.0,15.0,10.0,20.0,10.0,5.0,6.0,9.0,7.0,7.0,8.0,7.0,35.0,15.0,5.0,30.0,15.0,0.0,2.0,9.0,9.0,7.0,9.0,9.0,10.0,10.0,5.0,7.0,4.0,2.0,2.0,6.0,10.0,6.0,10.0,6.0,4.0,7.0,7.0,8.0,10.0,10.0,10.0,10.0,10.0,4.0,-0.15,2.0,0.0,2.0,9.0,1.0,0.0,1,0,0
1745,0,5,female,21.0,19.0,2,european/caucasian-american,0,8.0,1.0,psychology and english,25.0,10.0,20.0,20.0,10.0,15.0,7.0,5.0,10.0,6.0,7.0,2.0,35.0,15.0,5.0,30.0,15.0,0.0,2.0,9.0,9.0,7.0,9.0,7.0,10.0,10.0,8.0,10.0,1.0,2.0,2.0,6.0,10.0,6.0,10.0,6.0,4.0,7.0,7.0,8.0,10.0,10.0,10.0,10.0,10.0,4.0,0.52,2.0,0.0,2.0,9.0,1.0,0.0,1,0,0
1746,0,5,male,22.0,20.0,2,other,1,1.0,1.0,law,15.0,15.0,20.0,25.0,10.0,15.0,7.0,7.0,7.0,9.0,7.0,8.0,40.0,15.0,10.0,20.0,5.0,10.0,7.0,10.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,7.0,9.0,7.0,9.0,7.0,6.0,5.0,6.0,6.0,6.0,8.0,7.0,8.0,8.0,8.0,5.0,4.0,-0.29,6.0,10.0,4.0,9.0,7.0,0.0,1,1,1
1747,0,5,male,22.0,21.0,1,other,0,1.0,1.0,law,15.0,15.0,25.0,25.0,15.0,5.0,8.0,10.0,9.0,10.0,5.0,5.0,40.0,15.0,10.0,20.0,5.0,10.0,7.0,10.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,7.0,9.0,7.0,9.0,7.0,6.0,5.0,6.0,6.0,6.0,8.0,7.0,8.0,8.0,8.0,5.0,4.0,0.08,6.0,10.0,4.0,10.0,1.0,1.0,0,1,0
1748,0,5,male,22.0,20.0,2,other,0,1.0,1.0,law,20.0,20.0,20.0,20.0,10.0,10.0,7.0,6.0,6.0,7.0,4.0,4.0,40.0,15.0,10.0,20.0,5.0,10.0,7.0,10.0,8.0,8.0,8.0,6.0,10.0,7.0,7.0,7.0,7.0,7.0,9.0,7.0,9.0,7.0,6.0,5.0,6.0,6.0,6.0,8.0,7.0,8.0,8.0,8.0,5.0,4.0,0.48,6.0,10.0,4.0,8.0,4.0,0.0,0,1,0
1749,0,5,male,22.0,21.0,1,other,0,1.0,1.0,law,20.0,10.0,30.0,20.0,15.0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,40.0,15.0,10.0,20.0,5.0,10.0,7.0,10.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,7.0,9.0,7.0,9.0,7.0,6.0,5.0,6.0,6.0,6.0,8.0,7.0,8.0,8.0,8.0,5.0,4.0,-0.05,6.0,10.0,4.0,10.0,1.0,1.0,0,0,0
1750,0,5,male,22.0,21.0,1,other,0,1.0,1.0,law,15.0,15.0,25.0,25.0,20.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,40.0,15.0,10.0,20.0,5.0,10.0,7.0,10.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,7.0,9.0,7.0,9.0,7.0,6.0,5.0,6.0,6.0,6.0,8.0,7.0,8.0,8.0,8.0,5.0,4.0,0.08,6.0,10.0,4.0,10.0,10.0,1.0,1,1,1
1751,0,5,male,22.0,21.0,1,other,0,1.0,1.0,law,20.0,10.0,20.0,20.0,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,40.0,15.0,10.0,20.0,5.0,10.0,7.0,10.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,7.0,9.0,7.0,9.0,7.0,6.0,5.0,6.0,6.0,6.0,8.0,7.0,8.0,8.0,8.0,5.0,4.0,0.12,6.0,10.0,4.0,10.0,1.0,1.0,0,1,0
1753,0,5,male,22.0,20.0,2,other,0,1.0,1.0,law,10.0,10.0,35.0,35.0,8.0,2.0,7.0,8.0,7.0,8.0,8.0,5.0,40.0,15.0,10.0,20.0,5.0,10.0,7.0,10.0,8.0,8.0,8.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,9.0,7.0,9.0,7.0,6.0,5.0,6.0,6.0,6.0,8.0,7.0,8.0,8.0,8.0,5.0,4.0,0.4,6.0,10.0,4.0,8.0,9.0,0.0,1,1,1
1754,0,5,male,22.0,21.0,1,other,0,1.0,1.0,law,35.0,15.0,5.0,30.0,15.0,0.0,8.0,10.0,10.0,7.0,7.0,8.0,40.0,15.0,10.0,20.0,5.0,10.0,7.0,10.0,8.0,8.0,8.0,6.0,9.0,8.0,7.0,6.0,6.0,7.0,9.0,7.0,9.0,7.0,6.0,5.0,6.0,6.0,6.0,8.0,7.0,8.0,8.0,8.0,5.0,4.0,0.04,6.0,10.0,4.0,7.0,7.0,0.0,0,1,0
1756,0,5,male,18.0,20.0,2,asian/pacific islander/asian-american,0,3.0,5.0,biomedical engineering,15.0,15.0,20.0,25.0,10.0,15.0,4.0,8.0,7.0,4.0,9.0,3.0,50.0,10.0,20.0,5.0,5.0,10.0,8.0,7.0,7.0,7.0,8.0,9.0,7.0,7.0,6.0,4.0,5.0,9.0,9.0,8.0,8.0,3.0,2.0,5.0,5.0,6.0,2.0,7.0,2.0,7.0,7.0,7.0,7.0,5.0,-0.37,5.0,1.0,0.0,8.0,2.0,0.0,1,0,0
1757,0,5,male,18.0,21.0,3,asian/pacific islander/asian-american,0,3.0,5.0,biomedical engineering,15.0,15.0,25.0,25.0,15.0,5.0,5.0,9.0,6.0,5.0,5.0,2.0,50.0,10.0,20.0,5.0,5.0,10.0,8.0,7.0,7.0,7.0,8.0,6.0,5.0,5.0,4.0,4.0,5.0,9.0,9.0,8.0,8.0,3.0,2.0,5.0,5.0,6.0,2.0,7.0,2.0,7.0,7.0,7.0,7.0,5.0,-0.22,5.0,1.0,0.0,4.0,2.0,0.0,0,0,0
